id,LastName,FirstName,DaysSinceLastActivity,Active,EMPLID,status,Course,Year,Note,Change,Bottom,Tutor,PlanCode,Programme,FeeStatus,PartTime,PrevInterrupted,Tier4,Withdrawn,Resits,Repeating,Interrupted,RemoteStudy,Placement
605,Graham,Ashdown,5,224,22140956,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,5,Charles,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
606,Mohammed,Ashraf,5,928,22582243,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
607,Linda,Ball,5,1484,22835125,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Felix,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
608,John,Barber,5,1693,22198100,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Fielding,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
609,Charles,Beard,5,868,22663273,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Foreman,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
610,Julian,Bedford,5,916,22965636,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Hampson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
611,Fulbahara,Begum,5,1830,22283603,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Hannay,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
612,Claire,Bennett,5,722,22184297,Registered,U6UPHYSC - BSc Hons Physics,3,,,10,Hanton,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
613,Hazel,Berisford,5,1822,22131810,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Harkness,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
614,Derek,Biddle,5,378,22365553,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,5,Hoang,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
615,Sacha,Bishop,5,362,22732972,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,5,Hull,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
616,Nigel,Blyth,5,304,22963989,Registered,U6UPHYSC - BSc Hons Physics,4,,,5,Hurley,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
617,Alan,Bolger,5,1480,22602850,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Hussain,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
618,Colin,Bowman,5,1034,22780553,Registered,U7UMTHPY - MSci Hons Mathematical Physics,4,,,,Lee,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
619,Dylan,Bradley,6,2464,22940547,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Lopes,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
620,Jay,Bridger,6,2071,22936760,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Lord,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
621,Don,Bridgman,6,2806,22900435,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Loughlin,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
622,Elizabeth,Brown,6,776,22088711,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Ly,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
623,Michael,Brown,6,1910,22656871,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Mann,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
624,Susan,Brown,6,4096,22697690,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,McGowan,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
625,Stephen,Bull,6,1509,22398701,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Mussell,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
626,Claire,Burnham,6,1036,22032906,Registered,U7UPHYELY - MSci Hons Physics with European Language,2,,,,Pearson,U7UPHYELY ,MSci Hons Physics with European Language,,,,,,,,,,
627,Melvin,Byles,6,2491,22978640,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Phillips,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
628,Andrew,Caddy,6,1166,22254318,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Robinson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
629,John,Cahill,6,925,22833938,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
630,Duncan,Carter,6,1179,22353375,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,3,,,,Sales,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
631,Ralph,Carver,6,332,22958915,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
632,Terence,Chadwick,7,1281,22603862,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Shaw,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
633,Andrew,Chubb,7,2377,22921644,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Storey,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
634,Jane,Clark,7,1402,22458902,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Thompson,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
635,Karen,Clarke,7,1871,22551270,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,1,,,,Thomson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
636,Emily,Clunan,7,680,22389590,Registered,U6UPHYSC - BSc Hons Physics,1,,,10,Turner,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
637,Gemma,Coles,7,2845,22567026,Registered,U6UPHYASN1 - Physics and Astronomy - No Award - Year,1,,,,White,U6UPHYASN1 ,Physics and Astronomy - No Award - Year,,,,,,,,,,
638,Thomas,Collins,7,79,22159608,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,5,Whiteley,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
639,Peter,Connolly,7,511,22164586,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,10,Wright,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
640,Robert,Connor,7,1068,22290316,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Yu,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
641,Annemarie,Cowley,7,942,22874850,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,2,,,,Barron,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
642,Truda,Crown,7,470,22927846,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,10,Bos,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
643,Edward,Currie,7,1393,22473552,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Brum,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
644,Tracey,Cuthbertson,7,1168,22736732,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
645,Nabil,Dar,7,644,22497280,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,10,Charles,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
646,Neil,Davies,7,644,22100880,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,4,,,10,Clair,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
647,Kareem,Dawood,20,2304,22388572,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Felix,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
648,Alison,Dent,20,1462,22742231,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Fielding,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
649,Lynne,Dickinson,20,1173,22458913,Registered,U6UPHYELY - BSc Hons Physics with European Language,1,,,,Foreman,U6UPHYELY ,BSc Hons Physics with European Language,,,,,,,,,,
650,June,Dillon,20,1282,22343218,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,1,,,,Hampson,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
651,Anthony,Docherty,20,1318,22640674,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Hannay,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
652,Evan,Dovey,20,1594,22229373,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Hanton,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
653,Peter,Drew,20,2520,22359625,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Harkness,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
654,Willis,Duff,20,2968,22405657,Registered,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Hoang,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,,,,,,
655,Daphne,Duncan,20,1821,22696234,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Hull,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
656,Davy,Edgar,20,1175,22140255,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Hurley,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
657,Elizabeth,Edmonds,20,2484,22198219,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Hussain,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
658,Neil,Edney,20,2260,22417428,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Lee,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
659,Carol,Edwards,20,1653,22234902,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Lopes,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
660,Craig,Ellis,20,2210,22482008,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Lord,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
661,Honor,Felton,20,3394,22032711,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Loughlin,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
662,Paulo,Ferreira,20,1037,22865193,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Ly,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
663,Sue,Finnegan,20,2178,22004486,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Mann,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
664,Ann,Forrest,20,1735,22036189,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,McGowan,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
665,Nicholas,Forshaw,20,2229,22390125,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Mussell,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
666,Melanie,Forsyth,20,2053,22862259,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
667,Alexander,Gallacher,20,2329,22664600,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Phillips,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
668,Maureen,Gannon,20,3656,22441111,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Robinson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
669,Zoe,Garland,20,2793,22751105,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
670,Sarah,Geary,20,1699,22118507,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Sales,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
671,John,German,20,2277,22993012,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,,Schroder,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
672,John,Goff,20,1467,22221137,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Shaw,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
673,Neil,Goodman,20,1659,22649020,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Storey,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
674,Gilbert,Graham,20,1901,22356080,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Thompson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
675,Helena,Greene,20,978,22025413,Registered,U6UPHYSC - BSc Hons Physics,1,"Engaged in Teams, underengaged in Moodle",,,Thomson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
676,Stephen,Griffiths,20,1558,22406309,Registered,U6UPHYASN1 - Physics and Astronomy - No Award - Year,1,,,,Turner,U6UPHYASN1 ,Physics and Astronomy - No Award - Year,,,,,,,,,,
677,Andrew,Hall,20,1423,22345093,Registered,U6UPHYSC - BSc Hons Physics,1,,,,White,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
678,David,Harrison,20,1904,22992238,Registered,U6UPHYASN1 - Physics and Astronomy - No Award - Year,1,,,,Whiteley,U6UPHYASN1 ,Physics and Astronomy - No Award - Year,,,,,,,,,,
679,Barry,Hart,20,576,22210371,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,10,Wright,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
680,Andrew,Hawes,20,2433,22955916,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
681,Bryan,Higgins,20,468,22637191,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Barron,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
682,Kimberley,Hill,20,495,22984222,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,10,Bos,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
683,Susan,Holland,20,1093,22830368,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Brum,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
684,Nigel,Hopkins,20,1554,22397844,Registered,U6UPHYNA - BSc Hons Physics with Nanoscience,2,,,,Burns,U6UPHYNA ,BSc Hons Physics with Nanoscience,,,,,,,,,,
685,Osman,Iqbal,20,791,22758226,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Charles,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
686,James,Irvine,20,886,22556591,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
687,David,Jackson,20,1555,22630361,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Felix,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
688,Roy,James,20,1596,22758431,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Fielding,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
689,Raymond,Jenkins,20,1702,22353348,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Foreman,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
690,Nicholas,Johnson,20,608,22664736,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,10,Hampson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
691,David,Jones,20,1255,22105222,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hannay,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
692,Lucy,Jones,20,1690,22855186,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Hanton,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
693,Anne,Jordan,20,1632,22237813,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Harkness,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
694,Keith,Jukes,20,1272,22767006,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hoang,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
695,Carole,Kelly,20,1245,22428124,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hull,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
696,Michael,Kenney,20,1365,22800637,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Hurley,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
697,Edward,Kingsley,20,1439,22235631,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,3,,,,Hussain,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
698,Robert,Lee,20,335,22691455,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,5,Lee,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
699,Peter,Levy,20,98,22411097,Registered,U7UPHYELY - MSci Hons Physics with European Language,3,,,5,Lopes,U7UPHYELY ,MSci Hons Physics with European Language,,,,,,,,,,
700,Joseph,Manson,20,1092,22381603,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Lord,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
701,Gregory,Mason,20,1342,22486154,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Loughlin,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
702,Alison,McCann,20,1032,22703245,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Ly,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
703,Stephanie,McDonald,20,805,22228643,Registered,U7UPHYSC - MSci Hons Physics,4,,,,Mann,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
704,Ruth,McGuirk,20,1073,22919372,Registered,U7UPHYSC - MSci Hons Physics,4,,,,McGowan,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
705,Sonia,McMillan,21,2350,22963291,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Mussell,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
706,Judith,McNaught,21,1621,22460845,Registered,U7UPHYSC - MSci Hons Physics,1,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
707,Joan,Melling,21,1525,22928141,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Phillips,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
708,Charlotte,Morgan,21,1643,22249699,Registered,U6UPHYSC - BSc Hons Physics,1,,,,Robinson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
709,Helen,Morris,21,950,22629099,Registered,U6UPHYSC - BSc Hons Physics,1,Erratic but overall underengaged,,,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
710,John,Morton,21,1432,22884988,Registered,U7UPHYYI - MSci Hons Physics with a Year in Industry,1,,,,Sales,U7UPHYYI ,MSci Hons Physics with a Year in Industry,,,,,,,,,,
711,Robyn,Mowat,21,648,22889976,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Schroder,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
712,Timothy,Newman,21,707,22898923,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Shaw,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
713,Ken,Nicholls,21,4086,22302504,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Storey,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
714,Edward,O'Neill,21,2532,22999137,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Thompson,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
715,Deborah,Partington,21,4938,22500463,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Thomson,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
716,Naresh,Patel,21,1996,22301095,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Turner,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
717,Natasha,Patel,21,1489,22807505,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,White,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
718,Luke,Pearce,21,560,22534532,Registered,U6UPHYSC - BSc Hons Physics,3,,,10,Whiteley,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
719,Edward,Petersen,21,34,22725933,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,5,Wright,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
720,Ann,Potts,21,619,22979802,Registered,U7UPHYSC - MSci Hons Physics,4,,,10,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
721,Neil,Purdy,21,536,22817159,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,4,,,10,Barron,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
722,Anthony,Pybus,24,167,22087061,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,5,Bos,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
723,Nian,Raja,24,254,22748273,Registered,U7UPHYSC - MSci Hons Physics,3,,,5,Brum,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
724,Russell,Ranford,24,777,22539387,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Burns,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
725,Samantha,Raper,24,829,22956231,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Charles,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
726,Andrew,Reeve,24,732,22791892,Registered,U6UPHYSI - BSc Hons Physics (4 year part-time),5,,,10,Clair,U6UPHYSI ,BSc Hons Physics (4 year part-time),,,,,,,,,,
727,Benjamin,Ritchie,25,1032,22063167,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Felix,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
728,Jennifer,Rolland,25,5606,22128425,Registered,U7UMTHPY - MSci Hons Mathematical Physics,1,,,,Fielding,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
729,Ian,Ross,25,1212,22847649,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Foreman,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
730,Simon,Russell,25,609,22219415,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,10,Hampson,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
731,Peter,Schmid,25,344,22405871,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,4,,,5,Hannay,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
732,Eric,Slaughter,25,360,22245403,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,4,,,5,Hanton,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
733,Richard,Smith,26,1532,22593785,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,,Harkness,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
734,Deborah,Snell,26,2476,22103992,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hoang,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
735,Julia,Stephenson,27,1113,22663160,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,1,,,,Hull,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
736,Gary,Stevenson,27,2558,22185724,Left,U6UMTHPY - BSc Hons Mathematical Physics,1,,,,Hurley,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,Withdrawn,,,,,
737,John,Strutt,27,683,22252261,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Hussain,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
738,Michael,Symons,28,392,22091792,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,Persistently under-engaged,,10,Lee,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
739,Melissa,Tague,28,1124,22412957,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Lopes,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
740,Teresa,Talbot,31,1764,22915707,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,1,Gradual drop off through December,,,Lord,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
741,Mitchell,Taylor,31,4635,22863383,Registered,U7PMLSCI - MSc Machine Learning in Science,1,Charts missing,,,Loughlin,U7PMLSCI ,MSc Machine Learning in Science,,,,,,,,,,
742,Leighton,Temple,32,114,22420581,Left,U6UPHYSC - BSc Hons Physics,3,,,5,Ly,U6UPHYSC ,BSc Hons Physics,,,,,Withdrawn,,,,,
743,Glenise,Thompson,33,192,22510552,Registered,U7UPHYSC - MSci Hons Physics,2,,,5,Mann,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
744,Gary,Thompson,33,196,22798330,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,5,McGowan,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
745,Gordon,Thomson,35,314,22317531,Registered,U7UPHYSC - MSci Hons Physics,3,,,5,Mussell,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
746,Nichola,Thorley,38,1245,22376184,Dormant,U7UPHYSC - MSci Hons Physics,1,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,Interrupted,,
747,Brian,Tunstill,39,2289,22686055,Registered,U7UPHYSC - MSci Hons Physics,1,Appears to be 'sudden drop off' student,,,Phillips,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
748,Patricia,Twigg,39,135,22764077,Dormant,U7UPHYMP - MSci Hons Physics with Medical Physics,1,,,5,Robinson,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,Interrupted,,
749,Elizabeth,Walsh,40,121,22112789,Registered,U6UPHYSC - BSc Hons Physics,3,,,5,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
750,Philip,Walton,46,0,22719404,Dormant,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,5,Sales,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,Interrupted,,
751,John,Waring,46,410,22078158,Dormant,U7UPHYMP - MSci Hons Physics with Medical Physics,3,,,10,Schroder,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,Interrupted,,
752,Debra,Warren,47,188,22092383,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,5,Shaw,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
753,Richard,Webb,49,377,22641724,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,5,Storey,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
